
(-29.8, 0.0, 20.9)
(-29.8, 0.0, 20.9)
(-29.7, 0.0, 20.8)
(-29.6, 0.0, 20.7)
(-29.5, 0.0, 20.7)
(-29.4, 0.0, 20.6)
(-29.4, 0.0, 20.6)
(-29.3, 0.0, 20.6)
(-29.3, 0.0, 20.5)
(-29.2, 0.0, 20.5)
(-29.1, 0.0, 20.4)
(-29.0, 0.0, 20.4)
(-29.0, 0.0, 20.4)
(-28.9, 0.0, 20.3)
(-28.8, 0.0, 20.3)
(-28.7, 0.0, 20.2)
(-28.6, 0.0, 20.2)
(-28.6, 0.0, 20.2)
(-28.5, 0.0, 20.1)
(-28.5, 0.0, 20.1)
(-28.3, 0.0, 20.0)
(-28.3, 0.0, 20.0)
(-28.2, 0.0, 20.0)
(-28.1, 0.0, 19.9)
(-28.0, 0.0, 19.9)
(-27.9, 0.0, 19.8)
(-27.9, 0.0, 19.8)
(-27.8, 0.0, 19.8)
(-27.7, 0.0, 19.7)
(-27.6, 0.0, 19.7)
(-27.6, 0.0, 19.7)
(-27.5, 0.0, 19.6)
(-27.4, 0.0, 19.6)
(-27.4, 0.0, 19.6)
(-27.2, 0.0, 19.5)
(-27.2, 0.0, 19.5)
(-27.1, 0.0, 19.4)
(-27.0, 0.0, 19.4)
(-27.0, 0.0, 19.4)
(-26.8, 0.0, 19.3)
(-26.8, 0.0, 19.3)
(-26.7, 0.0, 19.3)
(-26.6, 0.0, 19.2)
(-26.6, 0.0, 19.2)
(-26.4, 0.0, 19.1)
(-26.4, 0.0, 19.1)
(-26.3, 0.0, 19.1)
(-26.2, 0.0, 19.0)
(-26.1, 0.0, 19.0)
(-26.0, 0.0, 18.9)
(-26.0, 0.0, 18.9)
(-25.9, 0.0, 18.9)
(-25.8, 0.0, 18.9)
(-25.7, 0.0, 18.8)
(-25.6, 0.0, 18.8)
(-25.6, 0.0, 18.7)
(-25.5, 0.0, 18.7)
(-25.4, 0.0, 18.7)
(-25.3, 0.0, 18.6)
(-25.2, 0.0, 18.6)
(-25.2, 0.0, 18.5)
(-25.1, 0.0, 18.5)
(-25.0, 0.0, 18.5)
(-24.9, 0.0, 18.4)
(-24.8, 0.0, 18.4)
(-24.8, 0.0, 18.4)
(-24.7, 0.0, 18.3)
