
(14.4, 0.0, 8.8)
(12.9, 0.0, 10.4)
(11.5, 0.0, 12.1)
(10.1, 0.0, 13.8)
(8.6, 0.0, 15.3)
(6.7, 0.0, 16.6)
(4.7, 0.0, 17.6)
(2.3, 0.0, 18.6)
(0.0, 0.0, 19.3)
(-2.4, 0.0, 19.8)
(-4.6, 0.0, 20.1)
(-6.3, 0.0, 20.2)
(-7.9, 0.0, 20.1)
(-9.3, 0.0, 19.8)
(-10.6, 0.0, 19.2)
(-11.8, 0.0, 18.4)
(-13.1, 0.0, 17.4)
(-14.4, 0.0, 16.0)
(-15.6, 0.0, 14.3)
(-16.7, 0.0, 12.6)
(-17.6, 0.0, 10.8)
(-18.4, 0.0, 9.0)
(-19.0, 0.0, 7.1)
(-19.5, 0.0, 5.3)
(-19.7, 0.0, 3.4)
(-19.8, 0.0, 1.3)
(-19.7, 0.0, -0.7)
(-19.4, 0.0, -3.0)
(-19.0, 0.0, -5.2)
(-18.3, 0.0, -7.4)
(-17.5, 0.0, -9.5)
(-16.5, 0.0, -11.2)
(-15.3, 0.0, -12.7)
(-14.0, 0.0, -14.0)
(-12.5, 0.0, -15.2)
(-11.0, 0.0, -16.1)
(-9.5, 0.0, -17.0)
(-8.1, 0.0, -17.6)
(-6.5, 0.0, -18.1)
(-5.0, 0.0, -18.4)
(-3.4, 0.0, -18.5)
(-1.8, 0.0, -18.3)
(0.2, 0.0, -17.8)
(2.2, 0.0, -17.1)
(4.2, 0.0, -16.2)
(5.9, 0.0, -15.1)
(7.4, 0.0, -13.9)
(8.5, 0.0, -12.5)
(9.4, 0.0, -10.9)
(10.1, 0.0, -9.2)
(10.3, 0.0, -7.5)
(10.0, 0.0, -5.7)
(8.9, 0.0, -3.8)
(7.3, 0.0, -1.9)
(5.3, 0.0, 0.0)
(3.3, 0.0, 1.9)
(1.5, 0.0, 3.8)
