(14.4, 0.0, 8.8)
(14.4, 0.0, 8.8)
(14.3, 0.0, 8.9)
(14.2, 0.0, 9.0)
(14.1, 0.0, 9.1)
(14.1, 0.0, 9.1)
(14.0, 0.0, 9.1)
(14.0, 0.0, 9.2)
(14.0, 0.0, 9.2)
(13.9, 0.0, 9.3)
(13.9, 0.0, 9.3)
(13.8, 0.0, 9.4)
(13.8, 0.0, 9.4)
(13.7, 0.0, 9.5)
(13.7, 0.0, 9.5)
(13.6, 0.0, 9.6)
(13.5, 0.0, 9.7)
(13.5, 0.0, 9.7)
(13.5, 0.0, 9.8)
(13.4, 0.0, 9.8)
(13.4, 0.0, 9.9)
(13.4, 0.0, 9.9)
(13.2, 0.0, 10.0)
(13.2, 0.0, 10.0)
(13.2, 0.0, 10.1)
(13.1, 0.0, 10.2)
(13.1, 0.0, 10.2)
(13.1, 0.0, 10.2)
(13.0, 0.0, 10.3)
(13.0, 0.0, 10.3)
(12.9, 0.0, 10.4)
(12.9, 0.0, 10.5)
(12.8, 0.0, 10.5)
(12.7, 0.0, 10.6)
(12.7, 0.0, 10.7)
(12.7, 0.0, 10.7)
(12.7, 0.0, 10.7)
(12.5, 0.0, 10.9)
(12.5, 0.0, 10.9)
(12.5, 0.0, 10.9)
(12.4, 0.0, 11.0)
(12.4, 0.0, 11.0)
(12.3, 0.0, 11.1)
(12.3, 0.0, 11.1)
(12.3, 0.0, 11.2)
(12.2, 0.0, 11.2)
(12.1, 0.0, 11.3)
(12.1, 0.0, 11.4)
(12.0, 0.0, 11.5)
(12.0, 0.0, 11.5)
(11.9, 0.0, 11.6)
(11.9, 0.0, 11.6)
(11.9, 0.0, 11.6)
(11.9, 0.0, 11.7)
(11.8, 0.0, 11.8)
(11.8, 0.0, 11.8)
(11.7, 0.0, 11.9)
(11.7, 0.0, 11.9)
(11.6, 0.0, 12.0)
(11.6, 0.0, 12.0)
(11.5, 0.0, 12.1)
(11.5, 0.0, 12.1)
(11.4, 0.0, 12.2)
(11.4, 0.0, 12.2)
(11.3, 0.0, 12.3)
(11.3, 0.0, 12.4)
(11.2, 0.0, 12.4)
(11.2, 0.0, 12.5)
(11.2, 0.0, 12.5)
(11.1, 0.0, 12.6)
(11.0, 0.0, 12.7)
(11.0, 0.0, 12.7)
(10.9, 0.0, 12.8)
(10.9, 0.0, 12.8)
(10.8, 0.0, 12.9)
(10.8, 0.0, 12.9)
(10.8, 0.0, 13.0)
(10.7, 0.0, 13.0)
(10.7, 0.0, 13.1)
(10.7, 0.0, 13.1)
(10.6, 0.0, 13.2)
(10.5, 0.0, 13.3)
(10.5, 0.0, 13.3)
(10.4, 0.0, 13.4)
(10.4, 0.0, 13.4)
(10.3, 0.0, 13.5)
(10.3, 0.0, 13.5)
(10.2, 0.0, 13.6)
(10.2, 0.0, 13.6)
(10.1, 0.0, 13.7)
(10.1, 0.0, 13.7)
(10.1, 0.0, 13.8)
(10.0, 0.0, 13.9)
(9.9, 0.0, 13.9)
(9.9, 0.0, 13.9)
(9.8, 0.0, 14.0)
(9.8, 0.0, 14.0)
(9.7, 0.0, 14.1)
(9.7, 0.0, 14.2)
(9.6, 0.0, 14.2)
(9.6, 0.0, 14.2)
(9.6, 0.0, 14.3)
(9.5, 0.0, 14.4)
(9.5, 0.0, 14.4)
(9.4, 0.0, 14.5)
(9.4, 0.0, 14.5)
(9.3, 0.0, 14.5)
(9.3, 0.0, 14.6)
(9.2, 0.0, 14.7)
(9.2, 0.0, 14.7)
(9.1, 0.0, 14.7)
(9.0, 0.0, 14.8)
(9.0, 0.0, 14.9)
(9.0, 0.0, 14.9)
(8.9, 0.0, 14.9)
(8.8, 0.0, 15.0)
(8.8, 0.0, 15.1)
(8.8, 0.0, 15.1)
(8.7, 0.0, 15.1)
(8.6, 0.0, 15.2)
(8.6, 0.0, 15.2)
(8.6, 0.0, 15.3)
(8.5, 0.0, 15.3)
(8.4, 0.0, 15.4)
(8.4, 0.0, 15.4)
(8.3, 0.0, 15.4)
(8.3, 0.0, 15.5)
(8.2, 0.0, 15.6)
(8.1, 0.0, 15.6)
(8.1, 0.0, 15.7)
(8.0, 0.0, 15.7)
(7.9, 0.0, 15.8)
(7.9, 0.0, 15.8)
(7.9, 0.0, 15.8)
(7.8, 0.0, 15.9)
(7.8, 0.0, 15.9)
(7.7, 0.0, 15.9)
(7.6, 0.0, 16.0)
(7.6, 0.0, 16.0)
(7.5, 0.0, 16.1)
(7.5, 0.0, 16.1)
(7.4, 0.0, 16.2)
(7.3, 0.0, 16.2)
(7.3, 0.0, 16.3)
(7.2, 0.0, 16.3)
(7.2, 0.0, 16.3)
(7.1, 0.0, 16.3)
(7.1, 0.0, 16.4)
(7.0, 0.0, 16.5)
(6.9, 0.0, 16.5)
(6.9, 0.0, 16.5)
(6.8, 0.0, 16.6)
(6.7, 0.0, 16.6)
(6.7, 0.0, 16.6)
(6.6, 0.0, 16.7)
(6.6, 0.0, 16.7)
(6.5, 0.0, 16.8)
(6.5, 0.0, 16.8)
(6.4, 0.0, 16.8)
(6.3, 0.0, 16.9)
(6.3, 0.0, 16.9)
(6.1, 0.0, 16.9)
(6.1, 0.0, 17.0)
(6.0, 0.0, 17.0)
(6.0, 0.0, 17.0)
(5.9, 0.0, 17.1)
(5.9, 0.0, 17.1)
(5.8, 0.0, 17.1)
(5.7, 0.0, 17.2)
(5.6, 0.0, 17.2)
(5.6, 0.0, 17.2)
(5.5, 0.0, 17.3)
(5.4, 0.0, 17.3)
(5.3, 0.0, 17.4)
(5.3, 0.0, 17.4)
(5.2, 0.0, 17.4)
(5.2, 0.0, 17.4)
(5.1, 0.0, 17.5)
(5.0, 0.0, 17.5)
(4.9, 0.0, 17.5)
(4.8, 0.0, 17.6)
(4.8, 0.0, 17.6)
(4.7, 0.0, 17.6)
(4.6, 0.0, 17.7)
(4.5, 0.0, 17.7)
(4.5, 0.0, 17.7)
(4.5, 0.0, 17.7)
(4.3, 0.0, 17.8)
(4.3, 0.0, 17.8)
(4.2, 0.0, 17.8)
(4.1, 0.0, 17.9)
(4.1, 0.0, 17.9)
(4.0, 0.0, 17.9)
(3.9, 0.0, 18.0)
(3.8, 0.0, 18.0)
(3.7, 0.0, 18.1)
(3.7, 0.0, 18.1)
(3.6, 0.0, 18.1)
(3.5, 0.0, 18.2)
(3.4, 0.0, 18.2)
(3.4, 0.0, 18.2)
(3.3, 0.0, 18.2)
(3.2, 0.0, 18.3)
(3.2, 0.0, 18.3)
(3.1, 0.0, 18.3)
(3.0, 0.0, 18.3)
(2.9, 0.0, 18.4)
(2.9, 0.0, 18.4)
(2.7, 0.0, 18.4)
(2.6, 0.0, 18.5)
(2.6, 0.0, 18.5)
(2.5, 0.0, 18.5)
(2.4, 0.0, 18.5)
(2.3, 0.0, 18.6)
(2.3, 0.0, 18.6)
(2.2, 0.0, 18.6)
(2.1, 0.0, 18.6)
(2.0, 0.0, 18.7)
(1.9, 0.0, 18.7)
(1.9, 0.0, 18.7)
(1.8, 0.0, 18.7)
(1.7, 0.0, 18.8)
(1.6, 0.0, 18.8)
(1.5, 0.0, 18.8)
(1.4, 0.0, 18.9)
(1.4, 0.0, 18.9)
(1.3, 0.0, 18.9)
(1.2, 0.0, 18.9)
(1.2, 0.0, 18.9)
(1.0, 0.0, 19.0)
(0.9, 0.0, 19.0)
(0.9, 0.0, 19.0)
(0.9, 0.0, 19.0)
(0.7, 0.0, 19.1)
(0.6, 0.0, 19.1)
(0.6, 0.0, 19.1)
(0.5, 0.0, 19.1)
(0.4, 0.0, 19.2)
(0.3, 0.0, 19.2)
(0.3, 0.0, 19.2)
(0.2, 0.0, 19.2)
(0.0, 0.0, 19.3)
(0.0, 0.0, 19.3)
(0.0, 0.0, 19.3)
(-0.2, 0.0, 19.3)
(-0.2, 0.0, 19.3)
(-0.3, 0.0, 19.3)
(-0.4, 0.0, 19.4)
(-0.5, 0.0, 19.4)
(-0.5, 0.0, 19.4)
(-0.7, 0.0, 19.4)
(-0.7, 0.0, 19.4)
(-0.8, 0.0, 19.5)
(-0.8, 0.0, 19.5)
(-0.8, 0.0, 19.5)
(-1.0, 0.0, 19.5)
(-1.1, 0.0, 19.5)
(-1.2, 0.0, 19.6)
(-1.3, 0.0, 19.6)
(-1.4, 0.0, 19.6)
(-1.4, 0.0, 19.6)
(-1.4, 0.0, 19.6)
(-1.6, 0.0, 19.6)
(-1.7, 0.0, 19.7)
(-1.7, 0.0, 19.7)
(-1.8, 0.0, 19.7)
(-1.9, 0.0, 19.7)
(-1.9, 0.0, 19.7)
(-2.1, 0.0, 19.7)
(-2.1, 0.0, 19.7)
(-2.2, 0.0, 19.8)
(-2.3, 0.0, 19.8)
(-2.3, 0.0, 19.8)
(-2.4, 0.0, 19.8)
(-2.4, 0.0, 19.8)
(-2.5, 0.0, 19.8)
(-2.7, 0.0, 19.9)
(-2.7, 0.0, 19.9)
(-2.8, 0.0, 19.9)
(-2.9, 0.0, 19.9)
(-2.9, 0.0, 19.9)
(-3.0, 0.0, 19.9)
(-3.0, 0.0, 19.9)
(-3.2, 0.0, 19.9)
(-3.2, 0.0, 19.9)
(-3.2, 0.0, 20.0)
(-3.4, 0.0, 20.0)
(-3.4, 0.0, 20.0)
(-3.5, 0.0, 20.0)
(-3.6, 0.0, 20.0)
(-3.6, 0.0, 20.0)
(-3.7, 0.0, 20.0)
(-3.7, 0.0, 20.0)
(-3.9, 0.0, 20.0)
(-3.9, 0.0, 20.0)
(-4.0, 0.0, 20.1)
(-4.0, 0.0, 20.1)
(-4.1, 0.0, 20.1)
