
(14.4, 0.0, 8.8)
(12.7, 0.0, 10.7)
(11.1, 0.0, 12.6)
(9.5, 0.0, 14.4)
(7.6, 0.0, 16.0)
(5.4, 0.0, 17.3)
(3.1, 0.0, 18.3)
(0.8, 0.0, 19.1)
(-1.7, 0.0, 19.7)
(-4.1, 0.0, 20.0)
(-6.6, 0.0, 20.2)
(-9.1, 0.0, 19.9)
(-11.3, 0.0, 18.8)
(-13.3, 0.0, 17.3)
(-14.8, 0.0, 15.3)
(-16.3, 0.0, 13.3)
(-17.5, 0.0, 11.1)
(-18.5, 0.0, 8.8)
(-19.2, 0.0, 6.4)
(-19.7, 0.0, 4.0)
(-19.8, 0.0, 1.5)
(-19.6, 0.0, -1.0)
(-19.3, 0.0, -3.4)
(-18.7, 0.0, -5.9)
(-18.0, 0.0, -8.2)
(-16.9, 0.0, -10.5)
(-15.5, 0.0, -12.5)
(-13.7, 0.0, -14.2)
(-11.7, 0.0, -15.7)
(-9.5, 0.0, -17.0)
(-7.2, 0.0, -17.9)
(-4.8, 0.0, -18.5)
(-2.3, 0.0, -18.4)
(0.1, 0.0, -17.8)
(2.5, 0.0, -16.9)
(4.7, 0.0, -15.8)
(6.8, 0.0, -14.4)
(8.5, 0.0, -12.6)
(9.6, 0.0, -10.4)
(10.3, 0.0, -8.0)
(10.0, 0.0, -5.5)
(8.6, 0.0, -3.5)
(6.9, 0.0, -1.7)
(5.2, 0.0, 0.1)
(3.4, 0.0, 1.8)
(1.7, 0.0, 3.6)
